Tempo,Axial,Horizontal,Vertical
0,-0.054063394109643,-1.0009453253444,-0.373662616228216
7.491093924208E-05,-0.003767126518372,-0.831744774661141,-0.270384358018957
0.000149821878484,-0.112416830781069,-0.982877734073746,-0.381719785308371
0.000224732817726,-0.077990744711316,-0.76435754235439,-0.184929534441555
0.000299643756968,-0.026962007203667,-0.432060356957694,-0.289184419205985
0.00037455469621,0.082176010336614,-0.346849690019085,-0.163932063505393
0.000449465635452,0.117334566322745,-0.070464374905889,-0.340457313352426
0.000524376574695,0.254550597324173,-0.179358235807378,-0.322145565442983
0.000599287513937,0.171537340134697,-0.200111550104747,-0.310426046780939
0.000674198453179,0.258701260183647,-0.299971615370911,-0.315065022917998
0.000749109392421,0.18984908804414,0.057717860460213,-0.148061881983876
0.000824020331663,0.185210111907081,-0.439140899482679,-0.083116216065051
0.000898931270905,0.188384148211385,-0.217690828097812,-0.117542302134804
0.000973842210147,0.110254023797761,-0.276532578046823,-0.237423211781959
0.001048753149389,0.072653901423704,-0.783401760180211,-0.187126944190688
0.001123664088631,0.029926489635003,-0.591982955366831,-0.173454172418304
0.001198575027873,-0.12291556624915,-0.794632965564669,-0.092394168339169
0.001273485967115,-0.241331536063549,-0.895225500747211,-0.088487662118487
0.001348396906357,-0.282838164658287,-0.900352790161855,-0.066757721265948
0.0014233078456,-0.366828048402933,-0.857625378373154,-0.375615869338557
0.001498218784842,-0.267700453053147,-0.892051464442907,-0.414192618267784
0.001573129724084,-0.257690030862651,-0.967740022468606,-0.383917195057504
0.001648040663326,-0.068224479159613,-0.721630130565689,-0.292602612149081
0.001722951602568,0.026264140053115,-0.536071085083331,-0.344363819573107
0.00179786254181,0.111718963630516,-0.706736575599342,-0.341922253185181
0.001872773481052,0.251132404381077,-0.296309265789022,-0.337771590325708
0.001947684420294,0.170560713579527,-0.037747385307684,-0.247189477333662
0.002022595359536,0.070212335035778,-0.518491807090266,-0.486218826711594
0.002097506298778,0.239168729080241,-0.399587523998282,-0.462779789387507
0.00217241723802,0.247714211437981,-0.331711978413945,-0.385626291529052
0.002247328177262,0.381023736218727,-0.460382527057633,-0.385137978251467
0.002322239116504,0.371989940583402,-0.559265965768626,-0.421761474070354
0.002397150055747,0.460618800465107,-0.561219218878967,-0.316529962750753
0.002472060994989,0.396161447823867,-0.283857277210601,-0.555559312128685
0.002546971934231,0.235262222859559,-0.759962722856124,-0.439584908702212
0.002621882873473,0.063864262427171,-0.841511040212844,-0.517470876477043
0.002696793812715,-0.085315443875093,-1.08420273917266,-0.433236836093605
0.002771704751957,-0.1475753867672,-1.07834297984164,-0.498914971928808
0.002846615691199,-0.044541285196733,-0.746045794444947,-0.336550807131745
0.002921526630441,-0.152458519543051,-1.13718472979065,-0.284789599707719
0.002996437569683,-0.165398821399058,-1.21653563739824,-0.326784541580042
0.003071348508925,-0.162713098372339,-0.961636106498792,-0.283568816513756
0.003146259448167,0.01063811517039,-0.803666761199995,-0.35510671167998
0.003221170387409,0.019916067444508,-0.631292174212436,-0.259641465912083
0.003296081326652,-0.014998331902831,-0.535338615166954,-0.209833511598398
0.003370992265894,0.05995775620649,-0.244548058364996,-0.178825618471741
0.003445903205136,-0.010359355765772,-0.205482996158184,-0.227412789591463
0.003520814144378,-0.128775325580171,-0.376392643312987,-0.361943097566173
0.00359572508362,-0.01304507879249,-0.449151321673175,-0.385626291529052
0.003670636022862,0.112207276908101,-0.272381915187349,-0.325807915024871
0.003745546962104,0.098046191858132,-0.383473185837972,-0.073105793874555
0.003820457901346,-0.046250381668281,-0.833698027771482,-0.329714421245552
0.003895368840588,-0.092151829761285,-0.681588441803707,-0.284789599707719
0.00397027977983,-0.097767432453514,-0.755079590080272,-0.41858743776605
0.004045190719072,-0.093128456316455,-0.99850375895647,-0.399299063301437
0.004120101658314,-0.158806592151658,-1.09250406489161,-0.350956048820507
0.004195012597556,-0.193965148137789,-1.16257702022508,-0.352665145292055
0.004269923536799,-0.171502737368872,-1.1784472017466,-0.314820866279205
0.004344834476041,-0.235227620093734,-0.839557787102503,-0.417122497933295
0.004419745415283,-0.220822378404972,-0.919885321265261,-0.250607670276758
0.004494656354525,-0.21960159521101,-0.960659479943621,-0.41101858196348
0.004569567293767,-0.106557071450047,-0.828082425079252,-0.397345810191096
0.004644478233009,-0.016707428374379,-0.567078978209989,-0.352420988653262
0.004719389172251,-0.029647730230386,-0.666206573559774,-0.413704304990199
0.004794300111493,0.029194019718625,-0.512876204398037,-0.150015135094217
0.004869211050735,0.17935035257606,-0.119784015941989,-0.350467735542922
0.004944121989977,0.27701300809309,-0.042386361444743,-0.399543219940229
0.005019032929219,0.265537646069839,-0.267498782411498,-0.493787682514164
0.005093943868461,0.383709459245446,-0.203041429770258,-0.375860025977349
0.005168854807704,0.277745478009468,-0.134433414269544,-0.312867613168865
0.005243765746946,0.032368056022929,-0.577333557039277,-0.493299369236578
0.005318676686188,-0.158806592151658,-0.553894519715189,-0.355595024957566
0.00539358762543,-0.283082321297079,-0.729443143007052,-0.511611117146022
0.005468498564672,-0.434703593987269,-0.946254238254859,-0.604146483248408
0.005543409503914,-0.50111419973885,-1.15329906795096,-0.618795881575962
0.005618320443156,-0.391487868920983,-1.15305491131217,-0.52845792522271
0.005693231382398,-0.324344793253025,-0.97189068532808,-0.401008159772985
0.00576814232164,-0.263793946832466,-1.25437991641109,-0.532364431443391
0.005843053260882,-0.150505266432711,-1.06515852134684,-0.476940874437476
0.005917964200124,-0.084582973958715,-0.957485443639317,-0.530655334971843
0.005992875139366,-0.029403573591593,-1.08933002858731,-0.270140201380164
0.006067786078608,-0.119741529944846,-0.86958905367399,-0.401008159772985
0.006142697017851,-0.021834717789023,-0.699411876435565,-0.25646742960778
0.006217607957093,0.053121370320298,-0.369312100788002,-0.307252010476636
0.006292518896335,0.251864874297455,-0.069976061628304,-0.237667368420751
0.006367429835577,0.279698731119808,-0.312423603949332,-0.290405202399948
0.006442340774819,0.341958674011915,-0.283368963933015,-0.318483215861094
0.006517251714061,0.321693672992131,-0.050199373886105,-0.289184419205985
0.006592162653303,0.099999444968472,-0.344896436908745,-0.356571651512736
0.006667073592545,0.014788778029863,-0.570253014514292,-0.16075802720109
0.006741984531787,-0.051133514444132,-0.759718566217331,-0.191277607050162
0.006816895471029,-0.095081709426796,-0.801713508089654,-0.400764003134192
0.006891806410271,-0.284303104491042,-0.993864782819412,-0.631492026793176
0.006966717349513,-0.314578527701322,-1.42748697331503,-0.457652499972862
0.007041628288756,-0.35706178285123,-1.44335715483654,-0.581928229118283
0.007116539227998,-0.286744670878968,-1.35765817462035,-0.478894127547817
0.00719145016724,-0.331425335778009,-1.35668154806518,-0.579486662730358
0.007266361106482,-0.417124315994204,-1.41088432187713,-0.549455396158871
0.007341272045724,-0.403695700860612,-1.11374569246657,-0.642967388816428
0.007416182984966,-0.396126845058042,-0.854695498707643,-0.617086785104414
0.007491093924208,-0.400765821195101,-0.89131899452653,-0.650292087980205
0.00756600486345,-0.211544426130855,-0.951625684308296,-0.598775037194971
0.007640915802692,-0.109242794476765,-0.437920116288716,-0.506972141008963
0.007715826741934,-0.013777548708868,-0.508725541538563,-0.461559006193543
0.007790737681176,-0.079211527905279,-0.81074730372498,-0.62709720729491
0.007865648620418,-0.039658152420881,-0.815142123223246,-0.518935816309799
0.00794055955966,-0.098011589092307,-0.599795967808194,-0.596089314168253
0.008015470498903,0.029438176357418,-0.937220442619534,-0.471569428384039
0.008090381438145,-0.003767126518372,-0.730663926201015,-0.603658169970823
0.008165292377387,-0.142936410630141,-0.884238452001545,-0.414680931545369
0.008240203316629,-0.139274061048252,-0.973111468522042,-0.670557088999989
0.008315114255871,-0.210811956214477,-1.02584930250124,-0.611471182412185
0.008390025195113,-0.29358105676516,-1.42358046709435,-0.709866307845593
0.008464936134355,-0.32385647997544,-1.06808840101235,-0.530899491610635
0.008539847073597,-0.407358050442501,-1.25486822968868,-0.576312626426054
0.008614758012839,-0.433238654154514,-1.24436949422059,-0.571917806927788
0.008689668952081,-0.595846975590369,-1.15354322458976,-0.736479381473984
0.008764579891323,-0.537737695557736,-1.25120588010679,-0.458629126528033
0.008839490830565,-0.414682749606278,-0.977994601297894,-0.546769673132153
0.008914401769808,-0.26989786280228,-0.925256767318698,-0.519912442864969
0.00898931270905,-0.231076957234261,-0.79658621867501,-0.554338528934722
0.009064223648292,-0.188837858723145,-0.898643693690307,-0.551164492630419
0.009139134587534,-0.264282260110051,-0.896446283941173,-0.469372018634906
0.009214045526776,-0.206172980077418,-0.860311101399872,-0.429086173234131
0.009288956466018,-0.240354909508379,-0.787308266400892,-0.363408037398928
0.00936386740526,-0.266235513220392,-0.768996518491449,-0.487195453266764
0.009438778344502,-0.168084544425776,-0.995818035929752,-0.596333470807046
0.009513689283744,-0.037216586032955,-0.851765619042132,-0.456675873417692
0.009588600222986,0.009661488615219,-0.5568243993807,-0.56361648120884
0.009663511162228,-0.039169839143296,-0.695993683492469,-0.507948767564133
0.00973842210147,-0.109975264393143,-1.02365189275211,-0.429574486511716
0.009813333040712,-0.179315749810235,-0.633977897239154,-0.542374853633886
0.009888243979955,-0.395150218502872,-1.00485183156508,-0.608052989469089
0.009963154919197,-0.415659376161448,-1.10300280035969,-0.623679014351814
0.010038065858439,-0.41199702657956,-1.14133539265013,-0.646629738398316
0.010112976797681,-0.386116422867546,-1.31615154602561,-0.517470876477043
0.010187887736923,-0.192256051666241,-1.27269166432053,-0.542863166911471
0.010262798676165,-0.12389219280432,-1.22972009589304,-0.650536244618997
0.010337709615407,-0.142448097352556,-0.957241287000525,-0.713772814066275
0.010412620554649,-0.086047913791471,-0.944789298422104,-0.743804080637761
0.010487531493891,-0.182245629475745,-0.770217301685412,-0.625632267462155
0.010562442433133,-0.079211527905279,-0.755079590080272,-0.521133226058932
0.010637353372375,-0.042588032086392,-0.549255543578131,-0.564104794486426
0.010712264311618,-0.199336594191226,-0.69135470735541,-0.702297452043024
0.01078717525086,-0.17980406308782,-0.715526214595875,-0.558489191794196
0.010862086190102,-0.166863761231813,-0.935755502786778,-0.659570040254323
0.010936997129344,-0.10875448119918,-0.835162967604237,-0.581439915840698
0.011011908068586,-0.088489480179396,-0.760695192772501,-0.767243117961849
0.011086819007828,-0.179315749810235,-1.12375611465706,-0.658837570337945
0.01116172994707,-0.238157499759245,-1.19993298596035,-0.606099736358749
0.011236640886312,-0.313357744507359,-1.0502649663805,-0.763824925018753
0.011311551825554,-0.177850809977479,-1.15500816442251,-0.728666369032622
0.011386462764796,-0.123403879526735,-1.1686809361949,-0.5616632280985
0.011461373704038,-0.158318278874073,-1.53149770144066,-0.441049848534967
0.01153628464328,-0.008161946016639,-1.26097214565849,-0.664453173030174
0.011611195582522,0.050679803932372,-1.12277948810189,-0.692775343130113
0.011686106521765,0.185698425184667,-1.13156912709842,-0.443003101645308
0.011761017461007,0.312659877356806,-0.906945019409254,-0.544083950105434
0.011835928400249,0.422530364813465,-0.907189176048047,-0.511122803868437
0.011910839339491,0.538993081517524,-0.632024644128814,-0.455455090223729
0.011985750278733,0.399823797405756,-0.681832598442499,-0.441538161812553
0.012060661217975,0.256992163712099,-0.665718260282189,-0.618307568298377
0.012135572157217,0.434982353391887,-0.632024644128814,-0.728910525671414
0.012210483096459,0.573175010948485,-0.513120361036829,-0.631247870154384
0.012285394035701,0.413984882455725,-0.664253320449434,-0.62612058073974
0.012360304974943,0.128809928345996,-1.08249364270112,-0.53895666069079
0.012435215914185,0.01063811517039,-1.1652627432518,-0.610494555857015
0.012510126853427,-0.02622953728729,-0.991911529709071,-0.641746605622465
0.01258503779267,-0.071398515463916,-1.13205744037601,-0.624899797545777
0.012659948731912,-0.155632555847355,-1.27879558029035,-0.743315767360176
0.012734859671154,-0.122671409610357,-1.49511836226057,-0.57216196356658
0.012809770610396,-0.079455684544071,-1.25462407304988,-0.727445585838659
0.012884681549638,-0.166619604593021,-1.22508111975598,-0.683253234217203
0.01295959248888,-0.104359661700914,-1.33910227007211,-0.605123109803578
0.013034503428122,-0.033065923173482,-1.32347624518939,-0.750396309885161
0.013109414367364,0.016009561223826,-1.3166398593032,-0.8280381210212
0.013184325306606,0.006975765588501,-1.0697974974839,-0.655907690672434
0.013259236245848,0.069968178396986,-1.14988087500787,-0.396369183635926
0.01333414718509,0.05898112965132,-0.972134841966872,-0.422738100625524
0.013409058124332,0.05995775620649,-0.910851525629936,-0.759430105520486
0.013483969063574,0.285802647089623,-0.712352178291571,-0.571917806927788
0.013558880002817,0.330971625266249,-0.691110550716617,-0.775544443680796
0.013633790942059,0.272129875317238,-0.892539777720492,-0.568987927262277
